car_model,car_brand,car_full_name,registration_year,km_to_date,sale_price,fuel_type,transmission_type,sale_picture_link
polo,vw,vw polo 1.0 tsi life,2022,35375,18490,gasolina,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6ijn0zjnvdzzvbjd3as1tverwvexqvcj9.qigp5si8bxinb64-l6j459xs19c7e9stxuzzgcj_dzu/image;s=320x240
polo,vw,vw polo 1.0 tsi confortline dsg,2020,74000,18400,gasolina,automatica,none
clio,renault,renault clio 1.0 tce limited,2022,26000,18490,gasolina,manual,none
clio,renault,renault clio 1.5 dci limited,2019,83886,14990,diesel,manual,none
clio,renault,renault clio 1.5 dci limited,2019,152495,14500,diesel,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6ijrub3nlyxhsbjl5otmtu1revlrmufqifq.1rbb4eyqjibkhbx6olbj_u1lrxu5ja2b4gy_kktjowc/image;s=320x240
clio,renault,renault clio 0.9 tce dynamique s,2016,105000,11990,gasolina,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6impqcdyzn2rwm3jnzc1tverwvexqvcj9.yx9xcdak-c6-radcgzhlvit7bbt-2-edtaflwqe0eb8/image;s=320x240
polo,vw,vw polo 1.4 tdi confortline,2005,233223,5900,diesel,manual,none
clio,renault,renault clio sport tourer 1.5 dci limited edition,2016,134000,12900,diesel,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6ijgxaxp6b3flzwwwmzitu1revlrmufqifq.xhgurzzwg4bambkwzburqd52run-pkcifs6mlwwwz8u/image;s=320x240
clio,renault,renault clio 0.9 tce gt line,2019,32000,15500,gasolina,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6inz3zzl6zgvnyjhjytetu1revlrmufqifq.jj99olpmxu6x3tdiv1gsgtnoh8kxhu4v0bkppgs8pma/image;s=320x240
clio,renault,renault clio 0.9 tce limited,2017,95487,12750,gasolina,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6imexoxg3cjlkamyyajitu1revlrmufqifq.lkd-5sm47srqjvl0lv0ll6emdcr09k5kcrn0nalg-vw/image;s=320x240
clio,renault,renault clio sport tourer 1.5 dci limited,2018,180000,10500,diesel,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6ijj1ohb5cmflngkzdtetu1revlrmufqifq.jjav6vxeujmr1lvbibnpf73mmum79vy6zyhcevptybq/image;s=320x240
clio,renault,renault clio 1.5 dci limited,2019,63000,15900,diesel,manual,none
clio,renault,renault clio,2017,187643,9900,diesel,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6indja3uyexo0egz5mtmtu1revlrmufqifq.sfdi9s63h2pjx4yu7edongoogjo_7pxxdnzclyekrme/image;s=320x240
polo,vw,vw polo 1.0 tsi life,2022,24559,19490,gasolina,manual,none
clio,renault,renault clio 1.2 16v dynamique,2009,78000,7250,gasolina,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6ijh3dg9hmmridjc4ms1tverwvexqvcj9.r7_tj26t3spumclsrscebilc4paji8uthup0s3lafjw/image;s=320x240
clio,renault,renault clio sport tourer 1.5 dci zen,2017,181410,9990,diesel,manual,none
clio,renault,renault clio sport tourer 1.5 dci limited,2016,218000,9190,diesel,manual,none
clio,renault,renault clio 1.5 dci confort,2016,205500,7990,diesel,manual,none
clio,renault,renault clio,2020,151400,15900,diesel,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6ijniy3j1ng9uati5zzitu1revlrmufqifq.pm6shfcrtupfayxlngt07h5c5gdq9wmwwnve5rmi4mg/image;s=320x240
clio,renault,renault clio 1.6 t rs trophy edc,2015,24000,20990,gasolina,automatica,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6imtwy3dwzjzzamp0nzetu1revlrmufqifq.flp7n_j9csqhcmz5sqm2ptnome2xpda0ytz-kt3n6n4/image;s=320x240
clio,renault,renault clio 1.5 dci limited,2018,78442,14990,diesel,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6imr2nhn2ewl1bzv2dy1tverwvexqvcj9.w5i-73zc08plwpv8-la4zo2m5nxbtdvckvn6zdldysq/image;s=320x240
clio,renault,renault clio 0.9 tce limited edition,2019,53660,13890,gasolina,manual,none
polo,vw,vw polo 1.0 tsi united,2021,55739,17999,gasolina,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6imu1zxmzendhata4ddetu1revlrmufqifq.pvukkgebkb_ns_r3fbuwof0td_vx78dwtrsb9esbixu/image;s=320x240
clio,renault,renault clio 1.0 tce limited,2022,16402,18499,gasolina,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6imyyn2rmbghqm3zooditu1revlrmufqifq.xdf9fqib0k5wsywshiu-4y3dpug6gyhuwoudoro3beq/image;s=320x240
clio,renault,renault clio 1.5 dci limited,2018,66964,15490,diesel,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6im1odwz3cwpuetdxdtitu1revlrmufqifq.bexeoqcw__yqoj43iwtvedvxpbmnojyohfnlm4yqqey/image;s=320x240
clio,renault,renault clio 1.0 tce limited cvt,2021,70770,19499,gasolina,automatica,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6injkzhjxmnd2dddvczitu1revlrmufqifq.y5kbveernm1w9leq_tio-zendfglfa0vi1pzclxa2vm/image;s=320x240
clio,renault,renault clio 1.0 tce limited bi-fuel,2021,80386,18499,gasolina,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6imvmoxlvmjhtewm4atmtu1revlrmufqifq.sgvje4hhn9wn6xphetuvyw66ph7ndd6s_vck1dvb--i/image;s=320x240
clio,renault,renault clio 1.0 tce intens bi-fuel,2020,52407,17999,gpl,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6imzkz2g5eha4z3hlazitu1revlrmufqifq.0rxjqctnrldwd8oe3dzlcrxngreovgre2vblkze_r9m/image;s=320x240
clio,renault,renault clio 1.5 blue dci intens,2020,54803,18499,diesel,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6ijlun2hyazc2czrkbjitu1revlrmufqifq.76zknapfh0vmwogswrfc7et5krwrdkmntzu3oqbmr2k/image;s=320x240
clio,renault,renault clio 1.0 tce intens bi-fuel,2020,71393,17999,gpl,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6imcyznl6dhhhbmt6zdetu1revlrmufqifq.rqsi7u48lbdeildnpqwxzaznv6dfnzu5pbsj5nsmxlw/image;s=320x240
clio,renault,renault clio 1.0 tce limited bi-fuel,2021,65789,18799,gasolina,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6imc2mzy4adawymczdy1tverwvexqvcj9.dxnzmgkjjc2xgpokq9aseqtmio800-kxr9i_22jg0we/image;s=320x240
polo,vw,vw polo 1.0 blue motion lounge,2014,169000,10950,gasolina,manual,none
polo,vw,vw polo,2018,131074,17650,diesel,manual,none
clio,renault,renault clio,2017,130208,13900,diesel,manual,none
clio,renault,renault clio sport tourer 1.5 dci dynamique s,2016,158000,11500,diesel,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6imv1atnuejeyc29hyzetu1revlrmufqifq.spevs8vdmfw5y2esvcxcuqj_vokbgm5c9bqghspoop0/image;s=320x240
polo,vw,vw polo 1.6 tdi confortline,2018,141000,15500,diesel,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6ijlymgizmxpybtdpajetu1revlrmufqifq.obswaa2zivwmu_uaschmjlc1_aylmuz4i3ux4dimpxo/image;s=320x240
clio,renault,renault clio sport tourer 1.5 dci limited,2017,89000,13990,diesel,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6iml4zwt4amx2mw83bzmtu1revlrmufqifq.a0p2jsh2pd87elcpwkag3x4yek0jitqrq_jnhmwvfqa/image;s=320x240
clio,renault,renault clio 1.5 dci zen,2017,72334,14450,diesel,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6ijcwdzq4bwpqa3vkbjetu1revlrmufqifq.doc5mi371lcankqzjs-i3pru--k_6shnuubkd9zcv8i/image;s=320x240
clio,renault,renault clio 1.0 tce limited,2022,34724,18499,gasolina,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6ijl5bjntaxhudjfrntitu1revlrmufqifq._uzw2ihkx9d4fvcjgqhx7cgywmsw7aemfc1twt10zri/image;s=320x240
clio,renault,renault clio sport tourer 1.5 dci limited,2018,117996,12950,diesel,manual,none
clio,renault,renault clio 0.9 tce limited,2018,109000,11200,gasolina,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6ijhvmnhiotr2exa1ndmtu1revlrmufqifq.ntgweywmhoauemfrb8toiqdwbxq4giddua5e1upvw7e/image;s=320x240
clio,renault,renault clio 0.9 tce limited,2018,98000,11000,gasolina,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6ijkybghzedh0ehiwcdetu1revlrmufqifq.hymi-nrkgjr_-djm-m4ouareyza3v5gqmwumqiishfg/image;s=320x240
clio,renault,renault clio 1.9 dti si,2002,244500,2990,diesel,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6inewywzvynvqawsyoditu1revlrmufqifq.ydzlvud2xgcnh2jnabb3cckjuhdcnxoe2wrg4wtae8g/image;s=320x240
clio,renault,renault clio sport tourer energy dci 110 start & stop intens,2016,129511,12900,diesel,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6imxjdw15zty0azg3ntmtu1revlrmufqifq.txcmdctg-0ksskgybgb4w3jent2mcjaueletbrpu8ng/image;s=320x240
clio,renault,renault clio 1.5 blue dci intens,2020,87500,17900,diesel,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6inzlohlyotexchzrctitu1revlrmufqifq.mfk5o0i0fnzxqoirjftlcp8ld6ltbeoritutivbq1q4/image;s=320x240
clio,renault,renault clio 1.0 tce limited,2022,44988,17689,gasolina,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6imu4ndl3exozm25tzs1tverwvexqvcj9.lgtynnnwdgxbkm2smreuz0j5zd-ed1crxjoxwkjmtva/image;s=320x240
clio,renault,renault clio 1.0 tce limited,2022,36020,18199,gasolina,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6ijjnbtlldg9tddjldzitu1revlrmufqifq.d7t3qvzajeyrnoabag1tcdcrjggp1zwpvrg3mzahe1g/image;s=320x240
clio,renault,renault clio 1.5 dci limited,2019,115141,15999,diesel,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6imthnhpxn2xyy2l0bjitu1revlrmufqifq.lkjerfsjzsnqulinr20zuoft5wg46qb3ul6qr0bc7lm/image;s=320x240
clio,renault,renault clio 1.5 dci dynamique s,2014,112500,10900,diesel,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6ijnsawfmnhziegztbc1tverwvexqvcj9.6og-3lnjsxdgojg-r9v6qba0fwktvvzcyd0gsi_7nvk/image;s=320x240
clio,renault,renault clio sport tourer 1.5 dci zen,2018,126000,13500,diesel,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6im50z3gwohc3aw9jyjmtu1revlrmufqifq.njnlz2pkszpncr8jw5-l0pak_y_y7ajro95cqwmiyym/image;s=320x240
clio,renault,renault clio 1.5 dci zen,2016,125000,9500,diesel,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6imjkahlumxvmdxljbtetu1revlrmufqifq.mwjqqgsuiuhlczmnhu0eexslkofxc0vt1hb3bs06sd4/image;s=320x240
polo,vw,vw polo 2.0 tsi gti dsg,2019,130000,25990,gasolina,automatica,none
clio,renault,renault clio 1.0 tce exclusive,2020,31000,16990,gasolina,manual,none
clio,renault,renault clio sport tourer 1.5 dci gt line,2016,133000,12770,diesel,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6invpnwnwmza2bnfwas1tverwvexqvcj9._4q7d1qigrcnckvkfplohei4bxd3u2y_udozy5fpejc/image;s=320x240
polo,vw,vw polo 1.6 tdi style,2011,124000,12999,diesel,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6ijrmbnkwbdq5cm8wyzetu1revlrmufqifq.njufpjx8g0ipuuj3ivsfie7nxuiqro5dt66dkdqwi0w/image;s=320x240
clio,renault,renault clio 1.5 dci #,2013,294000,6850,diesel,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6ijh2axdlbwxoymfqzdmtu1revlrmufqifq.aiipmm-djzjqzg87typan2zalo5zxfftzh6gfszmyes/image;s=320x240
polo,vw,vw polo 1.0 tsi confortline dsg,2018,51712,19990,gasolina,automatica,none
clio,renault,renault clio sport tourer 1.5 dci limited edition,2017,73135,14990,diesel,manual,none
clio,renault,renault clio 1.5 dci limited edition,2017,106000,14000,diesel,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6inqwnmp6dwxwnhf5odmtu1revlrmufqifq.jxoiwld_aowpvsq4irsqkfzmp-hsfnmnh0f2tkap1b4/image;s=320x240
polo,vw,vw polo 1.2 confortline,2011,157337,8150,gasolina,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6iji5czfpyjlqbdbxajitu1revlrmufqifq.irjglllfjhvvjdcil_ugwgwkconhsvhhzqg6pzfhbji/image;s=320x240
clio,renault,renault clio 1.0 sce zen,2020,39000,14500,gasolina,manual,none
clio,renault,renault clio 1.5 dci confort,2010,132323,7950,diesel,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6inq4dnvtchjuaxp2zjmtu1revlrmufqifq.9loh8upfkingcicuo1c7dx2ob_kdmw7ugdlub82f7rc/image;s=320x240
clio,renault,renault clio 1.0 tce exclusive,2019,74500,13500,gasolina,manual,none
clio,renault,renault clio sport tourer 1.5 dci limited,2017,116667,14950,diesel,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6imdla2vlawh2ngnrmy1tverwvexqvcj9.b5yddxtis5ib70ia7sev_3mv0xl_biqiaw4hjccymuo/image;s=320x240
clio,renault,renault clio 1.2 16v pack,2006,178485,6249,gasolina,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6ije3ytj1bhh6bwjlyjitu1revlrmufqifq.xg3j1xc27icda09x0oklkqwh9ycadibhfh7d5bk3rx4/image;s=320x240
clio,renault,renault clio,2018,80323,14950,gasolina,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6imjhyxcwmmron21radetu1revlrmufqifq.pc--i_mjipposxzic4qevsl-aochsqk6ozyidqjsvpu/image;s=320x240
clio,renault,renault clio,2019,66669,15650,diesel,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6inhtzty3edn2nxjhetitu1revlrmufqifq.5pxcmp8jshh1xzjt5azrb8rzdmsgjmxcq_pikt-k-hy/image;s=320x240
clio,renault,renault clio 1.0 tce intens,2020,17934,16450,gasolina,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6inl4bghrcjj1mth1cc1tverwvexqvcj9.x1lq7mywnngjgei_bkoz3x69djrkiwvh_4pr5j1oahu/image;s=320x240
clio,renault,renault clio 1.0 tce rs line,2022,21605,19990,gasolina,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6indvotb0bnp3owx2dc1tverwvexqvcj9.ms_6n8r22ffavkpb9jolv5kwahgcave0kao_dwfdmws/image;s=320x240
clio,renault,renault clio 1.0 tce rs line,2020,41711,17950,gasolina,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6ijnpmmtpaxl0dw1xyjetu1revlrmufqifq.s2mtfvqz0hlxx1xifwrxme2ybmfamn9yezlslco8ggc/image;s=320x240
clio,renault,renault clio 1.5 dci limited,2017,106485,14950,diesel,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6ijj5yzfxyjf0y2xpbzmtu1revlrmufqifq.zgoyzsbovwmlz34cnbsyx_6xidgldx_t-vmdcdib0ri/image;s=320x240
clio,renault,renault clio 0.9 tce zen,2019,125000,12500,gasolina,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6innua3hkzno2ohzjodmtu1revlrmufqifq.pphzfm53qea9sr0reonnv8xhy9mfiaqhj8cpfttgscs/image;s=320x240
clio,renault,renault clio 1.5 dci confort,2016,92000,12500,diesel,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6im56mng4mw1hatlpyy1tverwvexqvcj9.3ymhluc4bft1ryg_y3owwackwpcmhdhljtixac6wyzk/image;s=320x240
clio,renault,renault clio 1.0 tce limited,2022,26653,19500,gasolina,manual,none
clio,renault,renault clio 1.0 tce intens,2020,53985,16900,gasolina,manual,none
clio,renault,renault clio 1.2 16v confort,2010,112024,7950,gasolina,manual,none
clio,renault,renault clio 1.0 tce rs line,2022,38000,20490,gasolina,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6imzna2r2atm2d3lkazetu1revlrmufqifq.x_d35lko3uu6i0f-l9rzbjw5ehqlp0_kztlxxr4dlyq/image;s=320x240
clio,renault,renault clio sport tourer 1.5 dci,2016,149000,11990,diesel,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6ijbhedvrehjsz3jretetu1revlrmufqifq.gtqs72x_darzbszdicuhsoknh7oniknlxc2xn29sbdg/image;s=320x240
clio,renault,renault clio sport tourer 1.5 dci,2017,143000,12490,diesel,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6imd6z2vjb3l5ohnuci1tverwvexqvcj9.nwayo2p8cqstnz1tnzxm3hhh_2leqfzbcdrxjqcnwp4/image;s=320x240
clio,renault,renault clio 1.5 dci confort,2015,189500,11490,diesel,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6ijnhcjlyb3p5ow52zzmtu1revlrmufqifq.-bduxsakbmhubjr5ztpizzps3c-yrf52caz0lrpaqe0/image;s=320x240
clio,renault,renault clio sport tourer,2018,71000,13490,gasolina,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6ing3axhnz25jm3byoc1tverwvexqvcj9.st03hw6cmxqzg70vktrx_5z44k8eagoaw0sngr228kc/image;s=320x240
clio,renault,renault clio,2015,97008,12990,diesel,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6ijjwzhrtyzm0z2tqni1tverwvexqvcj9.urbyj3jvhq1wyglu7p3bbf6gzfdo0fmesxouysxesqu/image;s=320x240
clio,renault,renault clio sport tourer 1.5 dci limited,2015,235255,6999,diesel,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6imlqowxyzhgwzzrrctetu1revlrmufqifq.kywth5giujrn9rtyrc1kmmcjy4iimj2xestw9udycjc/image;s=320x240
polo,vw,vw polo 1.4 tdi go+,2006,271000,5000,diesel,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6im93dxy3dtz4d21hatitu1revlrmufqifq.y_s4rcx8moi6qktoiv2f0zhdabng_m6pteyczzkrqto/image;s=320x240
clio,renault,renault clio 1.0 tce rs line,2022,28553,19990,gasolina,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6im5vb3nxegg2atfqcs1tverwvexqvcj9.a4rxqgqxnhn2x-1l4orujye3siqiarnhk17fmn5l1vw/image;s=320x240
clio,renault,renault clio 1.0 tce rs line,2022,30444,19990,gasolina,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6im1yemmzmtfzdwrvatmtu1revlrmufqifq.gpv0juu8ekewds81gwxzuprz_ywey9rnmw7tft9iusy/image;s=320x240
clio,renault,renault clio 1.0 tce rs line,2022,13850,19990,gasolina,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6imuzdhj5ag53mhzoajitu1revlrmufqifq.8lx7hmdlr71r1lwceneujkedodqn-n3uqme7iyzaq-s/image;s=320x240
clio,renault,renault clio 0.9 tce zen,2018,84000,13990,gasolina,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6ijriy2dtzxaydmnpbzmtu1revlrmufqifq.9kocdp5fbuis20vrjodrbwgawmv-gobcn0qe9cffkhq/image;s=320x240
clio,renault,renault clio 0.9 tce limited,2019,120000,13990,gasolina,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6innqdxfszza0bhvios1tverwvexqvcj9.hmk4jtigmhidufiooos3rvkclmlj79u5nblo9kphbbk/image;s=320x240
clio,renault,renault clio 0.9 tce zen,2019,127000,13990,gasolina,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6infzyxfpag1negfody1tverwvexqvcj9.3yh53ozdgwz09h9klctsgtdclpngoomijdjqayrr9zc/image;s=320x240
clio,renault,renault clio sport tourer 0.9 tce limited,2019,80000,14990,gasolina,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6inkxawprn2fzcmp5ndetu1revlrmufqifq.ngck0p5ncfwi5dmvgxbwd7a2l_2kbp79olugc2z5ayw/image;s=320x240
clio,renault,renault clio 1.0 tce exclusive,2020,20000,18900,gasolina,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6inpqzjc2zjlqdzzomtetu1revlrmufqifq.rpeq5yde2qoqrt1n_jaa6qi1wu6_wsbqg5lh_dgybt0/image;s=320x240
clio,renault,renault clio,2015,141000,11990,diesel,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6impya3r3mmxlenhpmjitu1revlrmufqifq.01gruc1-66czttdk4xdmhvg4saw5qwvpi5up_wgs750/image;s=320x240
clio,renault,renault clio sport tourer 1.5 dci dynamique s,2016,41000,13990,diesel,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6indlnwv1owm5z2cxytitu1revlrmufqifq.rqnkondngmt0ecki0haippuc81zd7ticqbtftvtvqvk/image;s=320x240
clio,renault,renault clio sport tourer 1.5 dci,2017,101000,13490,diesel,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6ijbudnnlbwv5z2xiazmtu1revlrmufqifq.hznivtrr0pfc_5c_3zmrlaocoiboelvrb8oyhny9uga/image;s=320x240
clio,renault,renault clio 0.9 tce zen,2018,150022,10490,gasolina,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6ijf4am1wegrxaxv6ys1tverwvexqvcj9.ojzqebqtzv-bfu5n0ggzvc0xwfjjvqerdvqa6kjlnas/image;s=320x240
clio,renault,renault clio 1.0 tce limited,2022,320,20750,gasolina,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6injpmnfsmjnsz2qzctitu1revlrmufqifq.krjioxxv8-r9f7ulnyn9eynqjfrih3c7rw4o_unyrzs/image;s=320x240
clio,renault,renault clio 1.0 tce intens,2022,21000,17990,gasolina,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6inu2n3lod3m2zgfsyjetu1revlrmufqifq.j1w1x_q0guzdmupywntahuiwyrce5rh8aqd3d9baxem/image;s=320x240
clio,renault,renault clio 1.5 dci limited,2017,126157,12750,diesel,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6ijh0nme4bxbyyxk3zc1tverwvexqvcj9.2bm60gdl-wprjhgh960jiriyvzupbvul2l9fhjhoza8/image;s=320x240
clio,renault,renault clio 1.5 dci dynamique s 82g,2017,113000,13890,diesel,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6inbqbxqzn3o1cnbpztmtu1revlrmufqifq.bux7hyin0frnh06eedighklmautyj0xa0hyo13nmmww/image;s=320x240
clio,renault,renault clio,2008,138000,4499,gasolina,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6ijk1ntfpnghhntn5aditu1revlrmufqifq.mzrjokgwxiitlcv8egnoopwql4hwjnmddgil5ebjol8/image;s=320x240
clio,renault,renault clio 1.5 dci limited edition,2018,150000,12500,diesel,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6ijrhnwttcdgwnnridc1tverwvexqvcj9.9dqpmqefkvtwfioppfgercwmhv0odispwabxczobad0/image;s=320x240
clio,renault,renault clio 1.6 t rs edc,2015,82000,19500,gasolina,automatica,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6iji0bwm4nhb5z2l0ms1tverwvexqvcj9.mlg8lnhuom1ytcu40ubo38rk_bk_omlkie58enqektw/image;s=320x240
clio,renault,renault clio 1.5 dci zen,2019,88078,16800,diesel,manual,none
clio,renault,renault clio,2018,86465,14950,gasolina,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6inv0ymqyexc5zjvrztetu1revlrmufqifq.h35lhycphlqwr0srq3xeygzxuot-grpilaobrm7qcr4/image;s=320x240
polo,vw,vw polo 1.0 tsi confortline,2021,45622,17490,gasolina,manual,none
clio,renault,renault clio 1.5 dci limited,2019,107000,13900,diesel,manual,none
polo,vw,vw polo 1.0 tsi life,2022,31928,21190,gasolina,manual,none
clio,renault,renault clio sport tourer 1.5 dci limited,2018,226406,11990,diesel,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6ijlocje0zdvvajnqbs1tverwvexqvcj9.y9huhnxr7gzkmy3pypboamw16npgicau7edlcykbvdk/image;s=320x240
clio,renault,renault clio blue dci 85 experience,2020,94000,16950,diesel,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6imz1chdtc3bvegcznjitu1revlrmufqifq.s6ac8npzcure8zfa9yolrdzbdq3wqru8ecdvgv2f7qy/image;s=320x240
clio,renault,renault clio 1.5 dci limited,2017,151000,12950,diesel,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6im5hmduzexbjbdgzes1tverwvexqvcj9.qmof7pizlbmsxehje25c9kh6vfqrqbijq5aoqvewqb8/image;s=320x240
polo,vw,vw polo 1.0 confortline nav,2015,162744,10499,gasolina,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6immwn201adezbdgwmtmtu1revlrmufqifq.blcohclhhfsbsiwb4u4trlzwxxzttprbg59jt8xxd2k/image;s=320x240
polo,vw,vw polo 1.0 tsi life,2022,30000,19350,gasolina,manual,none
clio,renault,renault clio 1.0 sce zen,2020,21083,15900,gasolina,manual,none
clio,renault,renault clio 1.0 tce intens,2020,71891,14850,gasolina,manual,none
clio,renault,renault clio sport tourer 1.2 tce gt edc,2014,148305,13000,gasolina,automatica,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6inv5zmdjzjh2mw13mditu1revlrmufqifq.tselbkin6lku9p7j6qyosfor9gknshrh9idau-vcols/image;s=320x240
polo,vw,vw polo 1.0 trendline,2016,114534,11700,gasolina,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6ijvpdmd4mmxyogh4cdmtu1revlrmufqifq.scwtvil1xmhivccagii3kmwvt3voz2ofsj2dvvwjxke/image;s=320x240
polo,vw,vw polo 1.0 comfortline,2021,86524,15990,gasolina,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6imriamvhenjiexv0dzetu1revlrmufqifq.zpme4olglupgjm869ttm0vxzcfelt0htdvxxsexi0sy/image;s=320x240
clio,renault,renault clio 1.5 dci confort,2015,281570,7890,diesel,manual,none
clio,renault,renault clio 1.5 dci zen,2018,140761,13950,diesel,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6imrvegxlemrxbnzretetu1revlrmufqifq.gpsmkeyfpccpicz6caipyq0r-2shdpmpwlx_2moq6t0/image;s=320x240
clio,renault,renault clio sport tourer 1.5 dci gt line,2016,105000,15500,diesel,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6ijrmmwnmohbwddiyctmtu1revlrmufqifq.8zq5lnzgey4rrl9lzkzcnus4o34fxelp4iacwu32dba/image;s=320x240
clio,renault,renault clio 1.0 tce rs line,2022,30836,19980,gasolina,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6imc0ymg0ddfwbnm1zdetu1revlrmufqifq.8d53awmgo6byatalmbxxn05mo4frf5yqkthhawd1n3w/image;s=320x240
