car_model,car_brand,car_full_name,registration_year,km_to_date,sale_price,fuel_type,transmission_type,sale_picture_link
polo,vw,vw polo 1.0 confortline,2020,79980,15750,gasolina,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6ijl6og9hcmpvmxi5bditu1revlrmufqifq.iiyacyi74vs7ysc73zspw7g8r537oc2x0ycqenuainc/image;s=320x240
polo,vw,vw polo 1.6 tdi confortline,2019,110541,15900,diesel,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6imzszww5dw5wanzses1tverwvexqvcj9.e0hf-9gmdntvga9ivghj9ywmwlephgvkz3mlgfwgnf4/image;s=320x240
clio,renault,renault clio 1.5 blue dci rs line,2020,164159,16490,diesel,manual,none
clio,renault,renault clio 1.5 dci confort,2013,167000,9750,diesel,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6ino5m20wd3l1mxb0ay1tverwvexqvcj9.0l_qf6oztvijjlhvc9kylzudzi4-i-2edlnswkhrq20/image;s=320x240
clio,renault,renault clio 1.5 dci zen,2018,123000,12480,diesel,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6ija2bmjjedlxczq5azetu1revlrmufqifq.2iihguajjqlhsftttlnsyjht7owbtrljodtbtsijwe0/image;s=320x240
clio,renault,renault clio 1.5 dci zen,2018,163385,14500,diesel,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6inrrzznpyzf3cmf5by1tverwvexqvcj9.94gdx0dfi02k4nqdvufxwz_leaizpyaot06hx_jom1y/image;s=320x240
polo,vw,vw polo 1.4 tdi trendline,2015,137000,11990,diesel,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6im04nde4bxeynhhrny1tverwvexqvcj9.tiopcamffn2em9o0jrkyry6kmcb3a7fxvvvn8iriuru/image;s=320x240
clio,renault,renault clio 1.5 blue dci zen,2021,140000,17990,diesel,manual,none
clio,renault,renault clio 1.0 tce limited,2022,30901,19300,gasolina,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6ijzxdwx3cjb1bm00cjmtu1revlrmufqifq.9zogh41iwbvdupadw-pf7oqfovmnpnjlwk1y3xxigta/image;s=320x240
clio,renault,renault clio 1.5 dci dynamique s edc,2017,100000,14980,diesel,automatica,none
clio,renault,renault clio (energy) dci 90 start & stop intens,2018,143000,13950,diesel,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6ijzlc25sywv5zxhuyi1tverwvexqvcj9.jvsqaoteajisghmcxmkh-yn8vgb8yvy7ptzjrmrrauq/image;s=320x240
clio,renault,renault clio 1.5 dci limited edition,2018,167206,13000,diesel,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6imt5atz0bwm0mwnsmdetu1revlrmufqifq.kpn3m0yr-y-21nrd7lj27whewevu0dumnzwhgbcywb0/image;s=320x240
clio,renault,renault clio 1.0 tce intens,2019,138356,16250,gasolina,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6innzagh1amo4ag42dzitu1revlrmufqifq.qzwv1h1lzhmfofauekmdef7htru8wywcw97suopqms0/image;s=320x240
clio,renault,renault clio 1.5 blue dci zen,2019,145000,15490,diesel,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6imryoxq2bjq2y2m4ec1tverwvexqvcj9.h9f4giuyhpm3qsd4m-szcmgvburbnardq5n3ogmhznw/image;s=320x240
clio,renault,renault clio 1.5 dci limited,2019,80700,18900,diesel,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6im9tmw1rmmtydwfpny1tverwvexqvcj9.v-wywhtltsnuczzjabmdjtaeb3gk5hy2kj4gm86v0s4/image;s=320x240
polo,vw,vw polo 1.2 tdi street,2014,160000,11750,diesel,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6im51exjpdnhiyzdnnjitu1revlrmufqifq.h_isc6dybht8vzys8kkwno2l4bmphm4a7xpewlkszeu/image;s=320x240
clio,renault,renault clio,2020,141500,16990,diesel,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6ijy3z256z3jlmwtvzzetu1revlrmufqifq.dsausasz4skz2cyjlljjpotxnrbzhzvcdppzsdjdvac/image;s=320x240
polo,vw,vw polo 1.0 tsi confortline,2021,65265,15850,gasolina,manual,none
clio,renault,renault clio 1.5 blue dci intens,2020,72579,17890,diesel,manual,none
clio,renault,renault clio 1.5 dci limited edition,2017,153500,11490,diesel,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6ijl0bxjwbxcydgjzzjetu1revlrmufqifq.-n8bga3gx_6vslev8-cxzqnntzvyryyactx1odo-2-q/image;s=320x240
clio,renault,renault clio 0.9 tce limited edition,2020,97261,13980,gasolina,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6ijlkzgr6nwhqn2hhdjmtu1revlrmufqifq.f3iuylkiykbxvjyqkblcukzf27-jene9wbhsxfhaem8/image;s=320x240
polo,vw,vw polo 1.6 tdi confortline,2018,106252,15999,diesel,manual,none
polo,vw,vw polo 1.0 tsi opf active,2021,7000,19900,gasolina,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6inzjzzv2mnz6edqyetitu1revlrmufqifq.i67v_cjlbyn1-jihdpmx8lbngwizlydgsokvs_dww4y/image;s=320x240
polo,vw,vw polo 1.0 trendline,2015,100000,11500,gasolina,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6inz5m2vuehk5nzd2djmtu1revlrmufqifq.8bbzr9vhcdo-cpozh4y6ouhmkf4m4fntkfdq31qala8/image;s=320x240
clio,renault,renault clio 1.5 dci limited edc,2019,160000,14950,diesel,automatica,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6im1vz2hvdtdnbdhpbdmtu1revlrmufqifq.vxj9z4byodsejkckcyul--ylc-vk1k9ckyudbmoa7z8/image;s=320x240
clio,renault,renault clio 1.5 dci dynamique s,2010,154000,7900,diesel,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6ijcwcmlxdjyxnwludi1tverwvexqvcj9.0e-ruseu3bkmfj9taweajzwzzqn-kkvfn8ic8w9ri_s/image;s=320x240
clio,renault,renault clio 1.5 blue dci rs line,2020,140000,18990,diesel,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6imlqmgnimtjncwy1my1tverwvexqvcj9.cakr0z0ea_hv5wigeeexkz0nawzxtf3i-fhwrx-fqvq/image;s=320x240
polo,vw,vw polo 1.6 tdi trendline pack,2009,240000,10500,diesel,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6ije5ndqymmhqem5wdy1tverwvexqvcj9.chpcboddom75zug7lzsskg2pgosvh9nm4azniyghcak/image;s=320x240
polo,vw,vw polo 1.0 tsi life,2022,42936,19500,gasolina,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6imuzd2lhymo1ang3btitu1revlrmufqifq.x6hw5otufat0-febkdk5pn75famejrfgugll6lzxfwy/image;s=320x240
clio,renault,renault clio sport tourer 1.5 dci limited,2017,97319,13990,diesel,manual,none
polo,vw,vw polo 1.0 tsi confortline,2021,56301,16490,gasolina,manual,none
clio,renault,renault clio 1.2 16v confort,2010,118000,6000,gasolina,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6imq5bzbqcwp0enn6odmtu1revlrmufqifq.5vxycg2lz8x31me2nhhahws3lieg7onye1_isxvh25e/image;s=320x240
clio,renault,renault clio 1.0 sce zen,2020,20000,15750,gasolina,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6inc3dzbpbmjvd3owzzmtu1revlrmufqifq.ovth2lo-lekvyjwdjv8dlkynnopveeno2_mvd9-x9v4/image;s=320x240
clio,renault,renault clio 0.9 tce limited,2018,97000,12900,gasolina,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6iji0b3a0bgk1agxrdc1tverwvexqvcj9.pxxv3le-cpqv_leu57_ywuw_ypv5rhuip7xmp-diaze/image;s=320x240
clio,renault,renault clio sport tourer 0.9 tce limited edition,2019,86000,12500,gasolina,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6im5odtfyajh5mw5lbtetu1revlrmufqifq.snqke4xaia89yfkkg-aed2xk7l-r65opbn_ntslh62a/image;s=320x240
clio,renault,renault clio 1.5 dci business,2012,287113,4999,diesel,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6inlsehmyehgyawdymzmtu1revlrmufqifq.fvogmwk07txc8zuyvlllxjrurvgahl1swhwnoiduaho/image;s=320x240
clio,renault,renault clio 1.2 tce gt j15,2010,99900,6750,gasolina,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6imjyzhr5dtf5yxnyai1tverwvexqvcj9.omwl2etmtxjk1ylcam6xggtblgrqhj6ihmomoslp6oq/image;s=320x240
clio,renault,renault clio sport tourer 0.9 tce limited,2020,42354,13999,gasolina,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6infzbxponzvwcxlvejitu1revlrmufqifq.kfn4xc-iaq791twh08muy5iaykk3so-sw5kxj07hjwe/image;s=320x240
polo,vw,vw polo 1.4 tdi lounge,2016,335000,9990,diesel,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6injzdxe4dze1otd5nzitu1revlrmufqifq.spkw8iohombv5oc6_jwyqwgdyspyqxzubbn8crzhc2g/image;s=320x240
clio,renault,renault clio 1.0 tce intens,2021,30487,19250,gasolina,manual,none
clio,renault,renault clio break 1.5 dci dynamique s,2008,140000,6450,diesel,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6ijhvzjzxdwpmohhmdy1tverwvexqvcj9.sodd1bg0lgkphsacq8uuyqpzqfp0er3qgun21bt-1iy/image;s=320x240
clio,renault,renault clio 1.0 tce limited,2021,37353,17900,gasolina,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6ine3d2k2d3g1mtf0ytitu1revlrmufqifq.1ucuqig3cqwtpwsqdzml-gjuayrzvhcgfz0mrskcg_c/image;s=320x240
clio,renault,renault clio,2015,239740,8990,diesel,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6inp5owfsbtk0amfnazmtu1revlrmufqifq.edhywhxhobhjyrq3zlfpw004a2yl3ya8geexwvmydva/image;s=320x240
clio,renault,renault clio 1.5 dci limited,2018,115770,16500,diesel,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6imzznm42zgp4emw4ztitu1revlrmufqifq.nw4y2ws3xgvlmt4a9kw9fg7devpntabscixsygwbgqs/image;s=320x240
clio,renault,renault clio sport tourer 1.5 dci gt line,2018,69255,17250,diesel,manual,none
polo,vw,vw polo 1.0 confortline,2017,130000,12990,gasolina,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6indibhdoctcxc29mni1tverwvexqvcj9.csxi_4wusywvah_twlwro7yhd7i2fy3jhjbe-t0ibtk/image;s=320x240
clio,renault,renault clio sport tourer 1.5 dci limited,2018,63000,14990,diesel,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6ijezahbpdjuyzw5pys1tverwvexqvcj9.p9w69mg8pxgmatwjalxdabcjzksdwajdmvuqje3bf4q/image;s=320x240
polo,vw,vw polo 1.6 tdi confortline,2018,79000,16750,diesel,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6inz2chc3b3g2yxlqntetu1revlrmufqifq.zru1teahg9udwwsnmigcxqfwrgse-vjzh1qdbeulmv4/image;s=320x240
clio,renault,renault clio 1.5 dci limited,2019,74358,14399,diesel,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6inb4cmw3bgq2amr0zzetu1revlrmufqifq.dg221a1lytgctt_phxkfhpxvjkpatfj0ptxikkipy6q/image;s=320x240
clio,renault,renault clio sport tourer 0.9 tce limited,2018,73000,12790,gasolina,manual,none
polo,vw,vw polo 1.0 tsi confortline,2021,52821,18400,gasolina,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6imrvedg4c2twmmwzytmtu1revlrmufqifq.2dtnfeecjvk3zq2skfzymnqdrudghk3137ur3g3r1t0/image;s=320x240
clio,renault,renault clio 1.5 dci limited,2019,67200,15990,diesel,manual,none
polo,vw,vw polo 1.4 tdi blue motion technology lounge,2017,112000,13900,diesel,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6imw0agjwztbkdnf6zdmtu1revlrmufqifq.ubqady8jmjzdkgyxfqn9ruet3ymngiioeel2xpomxj8/image;s=320x240
polo,vw,vw polo 1.0 tsi life,2021,36215,18590,gasolina,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6imx1owdtbgnmyxo1cdmtu1revlrmufqifq.1g4p6vzihukw51rnmtwgnpoohkru8xj0oaezgrxw4ki/image;s=320x240
polo,vw,vw polo 1.0 tsi life,2021,45606,18590,gasolina,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6innzejn1cmuxyjfjntmtu1revlrmufqifq.txh07gx7w7xmreigsaqbogn_sspeoubdxgtt0yomg6u/image;s=320x240
polo,vw,vw polo 1.0 tsi life,2021,15700,18900,gasolina,manual,none
clio,renault,renault clio 1.0 tce rs line,2020,30246,19900,gasolina,manual,none
clio,renault,renault clio 0.9 tce limited,2019,86673,15900,gasolina,manual,none
clio,renault,renault clio sport tourer 0.9 tce confort,2017,125410,14900,gasolina,manual,none
polo,vw,vw polo 2.0 tsi gti dsg,2020,9000,33900,gasolina,automatica,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6ijlhag14zwxvotrjazetu1revlrmufqifq.qholoootez4jc4qqh7zbz3umqtxuv6jlv4ouvamqjca/image;s=320x240
polo,vw,vw polo 1.0 tsi confortline,2021,41000,16590,gasolina,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6ijhhz3c2amjkcmd3ndmtu1revlrmufqifq.8eftlwfflxzkkbmq7zqefmnzawjxw1td7n6qpg3vbiq/image;s=320x240
clio,renault,renault clio sce 75 experience,2021,80000,14490,gasolina,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6inr3eghqc256ogr2mjitu1revlrmufqifq._ypyyr38wq-aqthk3ct6wgzplacrnndaedbcs9ia_tg/image;s=320x240
clio,renault,renault clio 1.0 tce exclusive,2021,57825,15900,gasolina,manual,none
clio,renault,renault clio 1.5 blue dci limited,2022,21492,22400,diesel,manual,none
clio,renault,renault clio 0.9 tce limited edition,2016,115901,13000,gasolina,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6im5kaxjod3n4mxqyodetu1revlrmufqifq.mk8aoqaiz_0vmpkzte5ydmyltiqtxn2bhpxbtbcbf40/image;s=320x240
clio,renault,renault clio 1.5 blue dci rs line,2019,84400,17150,diesel,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6inj3dhhyahzhbmhzazmtu1revlrmufqifq.ugdnpjgsvmtminx6fu-4apqdwb3bw-wp3cnl35-cgrg/image;s=320x240
polo,vw,vw polo 1.0 confortline,2001,125000,3250,gasolina,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6ijg3cmfidnzloxrmdtitu1revlrmufqifq.-min6gxdxgwpwsgbjbfhdrgv3da5fomwsyukp10fy7k/image;s=320x240
clio,renault,renault clio 1.5 dci confort authentique,2004,230000,3500,diesel,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6ijm1dzq1ada5nzjvby1tverwvexqvcj9.4tzdy8zrch_hc0drk4ztapxxekzetayrsqqqcxgx5me/image;s=320x240
clio,renault,renault clio 1.5 dci dynamique s,2011,133000,8980,diesel,manual,none
clio,renault,renault clio 1.0 tce limited,2022,13300,19700,gasolina,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6imxobhh3ctjtmjfwnzmtu1revlrmufqifq.fwgzrdfjos08wujsjm58d-pdc-agree-tvttvdrfu6q/image;s=320x240
clio,renault,renault clio 1.2 16v dynamique,2006,110000,5000,gasolina,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6inywows3mzk1zwdrmzetu1revlrmufqifq._alxxpt7gxm2efcq6e31brb6p6dksyi1zob59wiy_dy/image;s=320x240
clio,renault,renault clio sport tourer 1.5 dci dynamique s,2014,302681,8900,diesel,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6imu2a21sdmvtmhu3nditu1revlrmufqifq.ydmrasgpc1uqdfenyushtbtkqmcuokbnck8zybhcwiy/image;s=320x240
clio,renault,renault clio sport tourer energy dci 90 start & stop limited,2014,222000,8500,diesel,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6inlimw1pnni5cnm3zjetu1revlrmufqifq.je-xkdl4llaoxtfs5znhffbasox4wv04nlukrvpvvvq/image;s=320x240
clio,renault,renault clio 1.5 dci limited edition,2017,135000,12850,diesel,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6invxb3b2nm5xzxf4zditu1revlrmufqifq.clanj1nu9hhcnbpooczegxn49ica7zol090esgemlby/image;s=320x240
clio,renault,renault clio sport tourer 1.5 dci zen,2018,174355,9995,diesel,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6ime2odfynjrmowi1zjmtu1revlrmufqifq.nuc2kqk9l-kx0mmjmskkvmv2c9doct79uemr5sk7egk/image;s=320x240
clio,renault,renault clio 1.5 dci comfort,2014,212000,9800,diesel,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6ink2dxnmc2xsexziatetu1revlrmufqifq.yictwzmf-pkcf377jfd7v3v7newyatak04tpfajtrgu/image;s=320x240
clio,renault,renault clio 1.5 dci dynamique,2012,270000,3900,diesel,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6imzxy2m1c3b3cdl6btitu1revlrmufqifq.xy5ggp2cudtoetigo_qpoxjat2vw9uiafc1p0obg2eu/image;s=320x240
clio,renault,renault clio tce 90 dynamique,2018,135000,12490,gasolina,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6ijljdwjqa3f4bdvpny1tverwvexqvcj9.bqa1u4qc7hl6bwwqbi0aol_j5gzpxtduwbz173lwfgy/image;s=320x240
clio,renault,renault clio dci 75 expression,2017,133000,12245,diesel,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6inaxzgu4azg4czh1dc1tverwvexqvcj9._rdg0c0yljvgzx61boddx_ecffaguaevqmo5twjzn48/image;s=320x240
polo,vw,vw polo 1.6 tdi confortline,2019,141045,16490,diesel,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6inrrmxdiazbwenhlmjetu1revlrmufqifq.ruhbrtiqs7odt2q_uj4cgkrmtnewiocmr7os3iom2_s/image;s=320x240
clio,renault,renault clio 1.5 blue dci rs line,2020,120000,17990,diesel,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6ijbly3zlatk5ohp4ejetu1revlrmufqifq.rbtu-jzo33zbg7kq7x1pvureka1abigvcgkn-uybibg/image;s=320x240
clio,renault,renault clio sport tourer 1.5 dci zen,2019,135422,12900,diesel,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6impkchqwn2jhb3vrzc1tverwvexqvcj9.w70tag1teg8rjqo6tqfcvkcul52qn5hagl-pynyir-o/image;s=320x240
polo,vw,vw polo 1.2 tsi lounge,2015,125842,12990,gasolina,manual,none
clio,renault,renault clio 1.5 dci limited,2018,149105,16490,diesel,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6ijy4cmoydhdhawlydc1tverwvexqvcj9.nnb7xlwp7dvywxegql_ypuu99hzmuzkn6m96sf8dw4i/image;s=320x240
clio,renault,renault clio 1.5 dci limited edition,2019,153000,13950,diesel,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6infkanrkdtfvb3dmnjetu1revlrmufqifq.p0kqrutny_phcdodcqh1dto181ijjcsodg0uyavkld0/image;s=320x240
clio,renault,renault clio 0.9 tce dynamique s,2017,150731,12940,gasolina,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6ijnwmnp6djayagx4ztitu1revlrmufqifq.qamc2jrnmhwggp06llai5dnik4hwgt9zxx4u4oudp3m/image;s=320x240
clio,renault,renault clio 1.5 dci limited,2017,135000,12500,diesel,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6imvkodc2cw5rnnizetetu1revlrmufqifq.nr5gae6eym-s_lgr_kxbk65udyi6zd7eupjxae_e-h8/image;s=320x240
clio,renault,renault clio 2.0 16v sport,2007,100900,20000,gasolina,manual,https://ireland.apollo.olxcdn.com/v1/files/eyjmbii6imiyynvocnvxzwqzmditu1revlrmufqifq.tnede_z3xcvk5d9xplxomfqrdwcygrycotggmes59ie/image;s=320x240
clio,renault,renault clio 1.5 dci zen,2019,76486,15790,diesel,manual,none
